image_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,Month,DayOfYear,Season,Month_sin,Month_cos,Species_Count,Has_Clover,Has_Ryegrass,State_Encoded,Dead_Ratio,Green_Ratio,Clover_Ratio,NDVI_Height_Interaction,Biomass_per_Height,is_anomaly,anomaly_score,Cluster
ID1547945326,train/ID1547945326.jpg,,Tas,Ryegrass_Clover,0.74,2.1667,6.2816,4.2493,10.7156,21.2465,16.9972,,,,,,2,1,1,1,0.19999999058668527,0.5043465745253771,0.2956533878213641,1.603358,9.805921536935646,False,,3
ID1559189397,train/ID1559189397.jpg,,NSW,Lucerne,0.56,23.0,0.0,1.0805,22.4195,23.5,22.4195,,,,,,1,0,0,0,0.04597872144771398,0.9540212359990963,0.0,12.88,1.021739086011344,False,,0
ID1563418511,train/ID1563418511.jpg,,NSW,Phalaris,0.7,34.0,0.0,4.5904,107.1096,111.7,107.1096,,,,,,1,0,0,0,0.04109579193289353,0.958904199114555,0.0,23.799999999999997,3.2852940210207646,False,,0
ID1570190541,train/ID1570190541.jpg,,Tas,Clover,0.55,2.3333,16.6157,7.8376,0.1568,24.61,16.7724,,,,,,1,1,0,1,0.31847215284550373,0.006371393483486652,0.6751604764258238,1.283315,10.547289012433458,False,,2
ID1573329652,train/ID1573329652.jpg,,NSW,Fescue_CrumbWeed,0.61,6.0,0.0,19.2015,22.2985,41.5,22.2985,,,,,,2,0,0,0,0.4626867358388739,0.5373132400647412,0.0,3.66,6.916665513889081,False,,4
ID1574125908,train/ID1574125908.jpg,,NSW,Ryegrass,0.42,7.0,0.0,3.5379,43.1621,46.7,43.1621,,,,,,1,0,1,0,0.07575802835635914,0.9242419502303652,0.0,2.94,6.671427618367483,False,,4
ID157479394,train/ID157479394.jpg,,NSW,Phalaris,0.69,37.0,0.0,4.8579,129.3421,134.2,129.3421,,,,,,1,0,0,0,0.036198956511185126,0.9638010360372501,0.0,25.529999999999998,3.627026928999272,False,,0
ID1579942839,train/ID1579942839.jpg,,Tas,Clover,0.66,2.5,14.886,2.6661,3.3327,20.8848,18.2186,,,,,,1,1,0,1,0.12765742895994078,0.15957537732823024,0.7127671458301182,1.6500000000000001,8.353916658433336,False,,2
ID158170916,train/ID158170916.jpg,,Tas,Ryegrass_Clover,0.91,8.8333,5.3547,33.0205,69.6107,107.9859,74.9654,,,,,,2,1,1,1,0.30578528950737743,0.6446276722736239,0.049587028958530434,8.038302999999999,12.224863615538519,False,,3
ID1590632667,train/ID1590632667.jpg,,Tas,Ryegrass_Clover,0.7,3.8333,3.1807,24.2887,31.2284,58.6978,34.4091,,,,,,2,1,1,1,0.4137923326974378,0.5320199303548016,0.05418771991134728,2.6833099999999996,15.3125987236588,False,,1
ID1618145129,train/ID1618145129.jpg,,Tas,Ryegrass_Clover,0.84,4.1667,0.0,10.3826,37.1257,47.5083,37.1257,,,,,,2,1,1,1,0.218542860541361,0.781457118409686,0.0,3.5000279999999995,11.401898048360081,False,,3
ID1618597318,train/ID1618597318.jpg,,Tas,Ryegrass_Clover,0.65,2.1667,1.1195,2.239,33.0259,36.3845,34.1454,,,,,,2,1,1,1,0.061537191344193505,0.9076914370764628,0.030768595672096753,1.408355,16.79258005603911,False,,3
ID1620371305,train/ID1620371305.jpg,,Vic,Phalaris_Clover,0.79,10.0,17.0913,6.4092,57.0895,80.59,74.1808,,,,,,2,1,0,2,0.07952847649176727,0.7083943329396409,0.21207717816010452,7.9,8.058999194100082,False,,3
ID162394992,train/ID162394992.jpg,,NSW,Ryegrass,0.61,9.0,0.0,1.8459,47.2541,49.1,47.2541,,,,,,1,0,1,0,0.03759470391864147,0.9624052757147602,0.0,5.49,5.455554949382784,False,,4
ID1623964968,train/ID1623964968.jpg,,Tas,Ryegrass_Clover,0.44,2.3333,10.0977,21.4983,19.5439,51.1398,29.6415,,,,,,2,1,1,1,0.4203829420454726,0.3821661331846012,0.19745286063979794,1.026652,21.91736085485756,False,,1
ID1624268863,train/ID1624268863.jpg,,NSW,Fescue_CrumbWeed,0.56,4.0,0.0,10.168,22.932,33.1,22.932,,,,,,2,0,0,0,0.30719032304560956,0.6928096467429109,0.0,2.24,8.274997931250518,False,,4
ID1634731537,train/ID1634731537.jpg,,Tas,Clover,0.64,3.3333,19.9619,6.8619,0.0,26.8238,19.9619,,,,,,1,1,0,1,0.2558138572531164,0.0,0.7441861054665594,2.133312,8.047218058015162,False,,2
ID1638922597,train/ID1638922597.jpg,,Tas,WhiteClover,0.65,3.0,10.5353,21.3479,0.2772,32.1605,10.8126,,,,,,1,1,0,1,0.663792519898866,0.00861926871101915,0.327585070891775,1.9500000000000002,10.720163093278968,False,,1
ID1645161155,train/ID1645161155.jpg,,Tas,Ryegrass_Clover,0.7,4.5,0.0,40.6841,19.0515,59.7356,19.0516,,,,,,2,1,1,1,0.6810695685475736,0.31893041471199063,0.0,3.15,13.274574827872259,False,,1
ID1655778545,train/ID1655778545.jpg,,NSW,Fescue,0.62,5.0,0.0,17.0357,30.6643,47.7,30.6643,,,,,,1,0,0,0,0.3571425501647264,0.6428574288709135,0.0,3.1,9.539998092000381,False,,4
ID1665142816,train/ID1665142816.jpg,,Vic,Phalaris_Clover,0.73,4.0,3.7714,4.7143,24.5143,33.0,28.2857,,,,,,2,1,0,2,0.14285757142855846,0.7428575532467409,0.11428484502167137,2.92,8.249997937500515,False,,3
ID1667778338,train/ID1667778338.jpg,,Vic,Ryegrass_Clover,0.77,5.0,3.9,9.75,29.25,42.9,33.15,,,,,,2,1,1,2,0.22727272197499485,0.6818181659249846,0.09090908878999794,3.85,8.579998284000343,False,,3
ID1671844336,train/ID1671844336.jpg,,Tas,Ryegrass_Clover,0.68,3.0,0.8024,8.4248,12.0354,21.2625,12.8377,,,,,,2,1,1,1,0.39622808248192437,0.5660387740840083,0.03773779951850443,2.04,7.087497637500787,False,,3
ID1675365449,train/ID1675365449.jpg,,Vic,Phalaris_Clover,0.79,16.0,1.4833,12.2372,89.7395,103.46,91.2228,,,,,,2,1,0,2,0.11827952717688453,0.867383521482858,0.014336941674686434,12.64,6.4662495958593995,False,,3
ID1680597197,train/ID1680597197.jpg,,NSW,Fescue,0.69,12.0,0.0,8.6171,84.1829,92.8,84.1829,,,,,,1,0,0,0,0.092856680033872,0.9071433091902662,0.0,8.28,7.733332688888943,False,,4
ID1692894460,train/ID1692894460.jpg,,Tas,Clover,0.69,3.5,30.1768,14.7741,0.3143,45.2652,30.4912,,,,,,1,1,0,1,0.32638980217938285,0.006943523789941859,0.6666666519386494,2.415,12.932910590596974,False,,2
ID1693880739,train/ID1693880739.jpg,,Vic,Phalaris_Ryegrass_Clover,0.85,4.0,0.0,4.7385,30.4615,35.2,30.4615,,,,,,3,1,1,2,0.13461647344839564,0.8653834981425143,0.0,3.4,8.79999780000055,False,,3
ID1703304524,train/ID1703304524.jpg,,Tas,Ryegrass_Clover,0.86,7.0,2.5821,46.4778,47.7689,96.8288,50.351,,,,,,2,1,1,1,0.47999974718265903,0.49333358986857645,0.026666652621258835,6.02,13.832683738188038,False,,3
ID1717006117,train/ID1717006117.jpg,,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.57,6.1667,18.0129,18.9135,32.8735,69.8,50.8865,,,,,,5,1,1,2,0.2709670448285524,0.4709670419632229,0.2580644662168415,3.5150189999999997,11.318855900423905,True,,1
ID1729002155,train/ID1729002155.jpg,,NSW,Fescue,0.34,5.6667,0.0,20.7462,19.8538,40.6,19.8538,,,,,,1,0,0,0,0.5109901351972874,0.4890098401721714,0.0,1.9266780000000001,7.16466247292737,False,,4
ID1746343319,train/ID1746343319.jpg,,Tas,Ryegrass_Clover,0.35,2.5,0.6,18.0,6.9,25.5,7.5,,,,,,2,1,1,1,0.7058823252595167,0.27058822468281474,0.023529410841983886,0.875,10.199995920001632,False,,1
ID1753847361,train/ID1753847361.jpg,,Vic,Phalaris_Clover,0.83,17.0,34.9938,3.5437,51.2725,89.81,86.2663,,,,,,2,1,0,2,0.03945774368714237,0.5708996707393423,0.38964257443889794,14.11,5.282940865709361,False,,3
ID1761544403,train/ID1761544403.jpg,,WA,Clover,0.54,1.0,32.64,0.0,0.0,32.64,32.64,,,,,,1,1,0,3,0.0,0.0,0.9999999693627462,0.54,32.63996736003264,False,,2
ID1781353117,train/ID1781353117.jpg,,Tas,Ryegrass,0.69,4.0,1.7583,11.0291,15.185,27.9724,16.9433,,,,,,1,0,1,1,0.39428506691291887,0.5428565106012887,0.06285838673626908,2.76,6.993098251725437,False,,4
ID1782509721,train/ID1782509721.jpg,,NSW,Fescue,0.39,8.0,0.0,26.2626,30.1374,56.4,30.1374,,,,,,1,0,0,0,0.4656489279140261,0.5343510543554778,0.0,3.12,7.049999118750111,False,,4
ID1782608354,train/ID1782608354.jpg,,WA,Ryegrass,0.81,17.0,0.07,0.0,72.1,72.17,72.17,,,,,,1,0,1,3,0.0,0.9990300540525141,0.0009699320913131206,13.770000000000001,4.24529386792389,True,,3
ID1783499590,train/ID1783499590.jpg,,Vic,Ryegrass,0.8,5.5,1.1385,18.2154,13.6615,33.0154,14.8,,,,,,1,0,1,2,0.5517243301088484,0.41379173313690787,0.03448390646534931,4.4,6.002798908582016,False,,4
ID1784585001,train/ID1784585001.jpg,,Tas,Clover,0.8,4.5,35.0394,12.3111,3.788,51.1386,38.8275,,,,,,1,1,0,1,0.24073986693535088,0.07407320352780085,0.6851849545121503,3.6,11.36413080797093,False,,2
ID1789265307,train/ID1789265307.jpg,,Tas,Clover,0.87,7.1667,69.8783,19.3509,1.0751,90.3042,70.9533,,,,,,1,1,0,1,0.21428571191278245,0.011905315457029513,0.7738100689247004,6.235029,12.60052568120255,False,,2
ID1789834546,train/ID1789834546.jpg,,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,4.1667,6.5244,14.8756,21.4,42.8,27.9244,,,,,,5,1,1,2,0.34756073954297345,0.4999999883177573,0.15243924877478393,2.166684,10.271915359417438,False,,1
ID1789853061,train/ID1789853061.jpg,,Vic,Phalaris_Clover,0.87,5.2,12.9283,7.5415,36.6302,57.1,49.5585,,,,,,2,1,0,2,0.1320753041668073,0.6415096209893236,0.22641505733073455,4.524,10.980767119083247,False,,3
ID1831254380,train/ID1831254380.jpg,,Tas,Clover,0.84,5.3333,71.7865,15.758,0.8754,88.42,72.662,,,,,,1,1,0,1,0.17821759581296542,0.00990047489368384,0.8118807870178604,4.479972,16.57885050928121,False,,2
ID1839139621,train/ID1839139621.jpg,,Tas,Ryegrass,0.8,8.0,0.0,10.3894,31.5263,41.9157,31.5264,,,,,,1,0,1,1,0.24786415954250654,0.752135816600085,0.0,6.4,5.23946184506727,False,,4
ID1853508321,train/ID1853508321.jpg,,Tas,Ryegrass_Clover,0.45,1.6667,0.0,1.1786,28.5232,29.7018,28.5232,,,,,,2,1,1,1,0.039681095432563165,0.9603188708994448,0.0,0.7500150000000001,17.820712893314397,False,,3
ID1857489997,train/ID1857489997.jpg,,Vic,Phalaris_Clover,0.66,3.0,2.3478,2.3478,13.3043,18.0,15.6522,,,,,,2,1,0,2,0.13043332608703742,0.7391277367151257,0.13043332608703742,1.98,5.999998000000667,False,,3
ID1859251563,train/ID1859251563.jpg,,NSW,Lucerne,0.83,70.0,0.0,6.9,119.6,126.5,119.6,,,,,,1,0,0,0,0.05454545411426519,0.9454545379805965,0.0,58.099999999999994,1.807142831326531,True,,0
ID1859792585,train/ID1859792585.jpg,,Tas,Ryegrass,0.62,4.0,0.7708,30.83,22.6087,54.2095,23.3794,,,,,,1,0,1,1,0.5687194943926895,0.4170615774530004,0.014218909707359234,2.48,13.552371611907096,False,,4
ID1868719645,train/ID1868719645.jpg,,Vic,Ryegrass_Clover,0.77,4.0,4.8348,2.4174,20.5478,27.8,25.3826,,,,,,2,1,1,2,0.08695683140443053,0.7391294698154866,0.17391366280886106,3.08,6.949998262500435,False,,3
ID187238869,train/ID187238869.jpg,,Vic,Ryegrass_Clover,0.75,4.0,11.8881,2.972,28.9098,43.77,40.798,,,,,,2,1,1,2,0.0679003868425774,0.6604934736007888,0.2716038320401226,3.0,10.942497264375683,False,,3
ID1874904894,train/ID1874904894.jpg,,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,0.0,29.1542,4.1458,33.3,4.1458,,,,,,6,1,0,2,0.8755014752101661,0.124498494759805,0.0,0.8999999999999999,11.099996300001232,True,,1
ID1876271942,train/ID1876271942.jpg,,NSW,Ryegrass,0.68,10.0,0.0,8.3614,47.9386,56.3,47.9386,,,,,,1,0,1,0,0.14851509505301785,0.8514848871849933,0.0,6.800000000000001,5.629999437000056,False,,4
ID1880764911,train/ID1880764911.jpg,,Tas,Ryegrass,0.52,5.0,5.9821,21.9343,15.1546,43.0709,21.1367,,,,,,1,0,1,1,0.5092603008235189,0.35185240262329315,0.13888959508880486,2.6,8.614178277164344,False,,4
ID1888700589,train/ID1888700589.jpg,,WA,Clover,0.64,2.0,1.62,0.0,20.9,22.52,22.52,,,,,,1,1,0,3,0.0,0.9280639019509812,0.07193605364404736,1.28,11.259994370002813,False,,3
ID1889150649,train/ID1889150649.jpg,,WA,SubcloverLosa,0.32,1.0,2.48,0.0,0.0,2.48,2.48,,,,,,1,1,0,3,0.0,0.0,0.9999995967743561,0.32,2.47999752000248,False,,2
ID1894998379,train/ID1894998379.jpg,,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,4.3,13.4778,35.0985,8.4236,57.0,21.9015,,,,,,6,1,0,2,0.6157631470918746,0.14778245354767627,0.23645262743065568,1.8059999999999998,13.255810870741659,False,,1
ID1899025384,train/ID1899025384.jpg,,Tas,Ryegrass_Clover,0.7,4.0,0.4133,8.6803,11.1604,20.254,11.5737,,,,,,2,1,1,1,0.42857211273960144,0.5510219931360721,0.02040584475136542,2.8,5.063498734125317,False,,3
ID1920959057,train/ID1920959057.jpg,,Vic,Ryegrass_Clover,0.74,3.0,3.5619,2.6714,12.4667,18.7,16.0286,,,,,,2,1,1,2,0.14285560733392474,0.6666684135471436,0.19047592564299862,2.2199999999999998,6.233331255556248,False,,3
ID193102215,train/ID193102215.jpg,,NSW,Lucerne,0.66,32.0,0.0,0.0,22.8,22.8,22.8,,,,,,1,0,0,0,0.0,0.9999999561403528,0.0,21.12,0.7124999777343758,False,,0
ID1946311744,train/ID1946311744.jpg,,Vic,Ryegrass_Clover,0.83,8.0,28.5594,2.8017,40.3989,71.76,68.9583,,,,,,2,1,1,2,0.03904264159639574,0.5629724001815439,0.3979849442867204,6.64,8.969998878750141,False,,3
ID194823383,train/ID194823383.jpg,,WA,Clover,0.66,3.0,4.91,0.0,20.8,25.71,25.71,,,,,,1,1,0,3,0.0,0.8090236947093078,0.1909762663953222,1.98,8.569997143334286,False,,3
ID1948354837,train/ID1948354837.jpg,,NSW,Fescue_CrumbWeed,0.63,5.0,0.0,14.4659,19.0341,33.5,19.0341,,,,,,2,0,0,0,0.43181789755767475,0.5681820725915799,0.0,3.15,6.699998660000268,False,,4
ID1952813879,train/ID1952813879.jpg,,Vic,Ryegrass,0.68,3.5,0.5875,8.225,3.525,12.3375,4.1125,,,,,,1,0,1,2,0.6666666126308723,0.2857142625560881,0.04761904375934803,2.3800000000000003,3.5249989928574306,False,,4
ID1953171547,train/ID1953171547.jpg,,Tas,Ryegrass_Clover,0.44,5.5,0.692,58.7479,15.989,75.4289,16.681,,,,,,2,1,1,1,0.7788513317992,0.21197445260404896,0.009174202339233339,2.42,13.714342961028551,False,,1
ID1953218650,train/ID1953218650.jpg,,Tas,Ryegrass_Clover,0.5,3.1667,3.8,5.2,6.7,15.7,10.5,,,,,,2,1,1,1,0.3312101699866134,0.4267515651750596,0.24203820114406363,1.58335,4.957840983408285,False,,1
ID1954669045,train/ID1954669045.jpg,,Vic,Phalaris_Clover,0.78,2.8,6.859,10.469,18.772,36.1,25.631,,,,,,2,1,0,2,0.28999999196675924,0.5199999855955683,0.18999999473684226,2.1839999999999997,12.89285253826695,False,,3
ID1962197151,train/ID1962197151.jpg,,NSW,Lucerne,0.72,35.0,0.0,0.0,22.0,22.0,22.0,,,,,,1,0,0,0,0.0,0.9999999545454565,0.0,25.2,0.6285714106122454,False,,0
ID1962379474,train/ID1962379474.jpg,,Tas,Ryegrass_Clover,0.55,5.1667,1.4451,40.1734,17.341,58.9595,18.7861,,,,,,2,1,1,1,0.6813727952005565,0.2941171432234476,0.024510044615201208,2.841685,11.411440298170922,False,,1
ID1963715583,train/ID1963715583.jpg,,WA,Clover,0.16,1.0,0.34,0.0,0.7,1.04,1.04,,,,,,1,1,0,3,0.0,0.6730762758881963,0.3269227625742668,0.16,1.0399989600010402,True,,3
ID196516535,train/ID196516535.jpg,,Tas,Ryegrass,0.45,3.0,0.5231,24.8461,9.0231,34.3923,9.5462,,,,,,1,0,1,1,0.7224320350069047,0.2623581364910711,0.015209799425749387,1.35,11.464096178634605,False,,4
ID1970522802,train/ID1970522802.jpg,,NSW,Fescue,0.55,4.0,0.0,13.5089,32.8911,46.4,32.8911,,,,,,1,0,0,0,0.2911400799323259,0.7088598985159505,0.0,2.2,11.599997100000724,False,,4
ID1976436386,train/ID1976436386.jpg,,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,6.0,7.9555,25.2703,26.6742,59.9,34.6297,,,,,,5,1,1,2,0.42187478427588004,0.44531217954403707,0.13281301948559232,3.12,9.983331669444722,False,,1
ID1980675327,train/ID1980675327.jpg,,Tas,Ryegrass_Clover,0.59,1.0,2.6598,9.0024,14.7312,26.3934,17.391,,,,,,2,1,1,1,0.3410852583947025,0.5581395137367859,0.10077518998025302,0.59,26.393373606626394,False,,1
ID1982662138,train/ID1982662138.jpg,,NSW,Lucerne,0.79,33.0,0.0,1.1594,35.9406,37.1,35.9406,,,,,,1,0,0,0,0.03125067301211124,0.9687493000337117,0.0,26.07,1.1242423901744731,False,,0
ID1988033238,train/ID1988033238.jpg,,Vic,Phalaris_Clover,0.76,3.2,4.8803,12.4718,21.1479,38.5,26.0282,,,,,,2,1,0,2,0.32394284872875717,0.549296089628673,0.12676103566854455,2.4320000000000004,12.031246240235548,False,,3
ID1989506559,train/ID1989506559.jpg,,Tas,Ryegrass_Clover,0.8,4.3333,15.202,8.1077,28.377,51.6867,43.579,,,,,,2,1,1,1,0.15686240063957652,0.5490193696053458,0.29411821040774105,3.4666400000000004,11.92778899965638,False,,3
ID1993907137,train/ID1993907137.jpg,,Tas,Ryegrass,0.5,3.0,0.1834,12.8356,15.9528,28.9718,16.1362,,,,,,1,0,1,1,0.44303769724222525,0.5506319748641101,0.006330293377343024,1.5,9.65726344757885,False,,4
ID1997244125,train/ID1997244125.jpg,,Tas,Ryegrass_Clover,0.4,3.0,0.0,46.0672,4.1536,50.2208,4.1536,,,,,,2,1,1,1,0.9172932148175017,0.08270676527043049,0.0,1.2000000000000002,16.740261086579636,False,,1
ID2002797732,train/ID2002797732.jpg,,Vic,Phalaris_Clover,0.66,2.0,0.55,3.3,9.35,13.2,9.9,,,,,,2,1,0,2,0.2499999810606075,0.7083332796717213,0.04166666351010126,1.32,6.5999967000016495,False,,3
ID2003438517,train/ID2003438517.jpg,,Vic,Ryegrass_Clover,0.74,4.0,5.2,2.08,13.52,20.8,18.72,,,,,,2,1,1,2,0.09999999519230791,0.6499999687500014,0.2499999879807698,2.96,5.199998700000325,False,,3
ID2006686196,train/ID2006686196.jpg,,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.46,9.3333,0.0,38.8581,28.0419,66.9,28.0419,,,,,,5,1,1,2,0.5808385563402308,0.4191614287120862,0.0,4.293318,7.16788197444827,True,,1
ID2010625680,train/ID2010625680.jpg,,WA,Clover,0.75,3.0,37.5911,0.0,5.0589,42.65,42.65,,,,,,1,1,0,3,0.0,0.11861429968079018,0.8813856768725515,2.25,14.216661927779356,False,,2
ID2014192906,train/ID2014192906.jpg,,Vic,Ryegrass,0.63,3.0,0.5,7.0,3.0,10.1912,3.5,,,,,,1,0,1,2,0.6868670336302856,0.294371585841551,0.04906193097359183,1.8900000000000001,3.3970655343114884,False,,4
ID2030696575,train/ID2030696575.jpg,,Tas,Clover,0.31,1.1667,2.1,2.6,1.6,6.3,3.7,,,,,,1,1,0,1,0.41269834719073856,0.2539682136558391,0.33333328042328886,0.361677,5.399841090390768,False,,1
ID2037861084,train/ID2037861084.jpg,,Vic,Phalaris_Clover,0.77,3.8,0.0,12.2169,28.6831,40.9,28.6831,,,,,,2,1,0,2,0.29870170418822245,0.7012982713619005,0.0,2.9259999999999997,10.763155062327614,False,,3
ID2048645043,train/ID2048645043.jpg,,Vic,Ryegrass,0.76,4.0,4.186,11.5116,10.4651,26.1628,14.6512,,,,,,1,0,1,2,0.4399987600715993,0.39999922026697365,0.15999815921850263,3.04,6.540698364825409,False,,4
ID2052442675,train/ID2052442675.jpg,,Tas,Ryegrass_Clover,0.43,2.0,0.0,2.7,14.5,17.2,14.5,,,,,,2,1,1,1,0.15697673505949217,0.8430232068009763,0.0,0.86,8.599995700002149,False,,3
ID2052993274,train/ID2052993274.jpg,,NSW,Phalaris,0.66,32.0,0.0,1.7764,103.6236,105.4,103.6236,,,,,,1,0,0,0,0.016853889783169925,0.9831461007291641,0.0,21.12,3.2937498970703163,False,,0
ID2053315094,train/ID2053315094.jpg,,NSW,Fescue,0.57,12.0,0.0,17.8111,50.8889,68.7,50.8889,,,,,,1,0,0,0,0.25925909375168715,0.7407408916922723,0.0,6.84,5.724999522916707,False,,4
ID2056023629,train/ID2056023629.jpg,,NSW,Fescue,0.68,12.0,0.0,25.1357,57.6643,82.8,57.6643,,,,,,1,0,0,0,0.3035712523723279,0.6964287355503777,0.0,8.16,6.899999425000048,False,,4
ID2056982009,train/ID2056982009.jpg,,Vic,Ryegrass_Clover,0.72,3.0,4.0868,1.5598,30.8534,36.5,34.9402,,,,,,2,1,1,2,0.042734245404541224,0.8452986069781204,0.11196712022007892,2.16,12.166662611112462,False,,3
ID2069766023,train/ID2069766023.jpg,,Tas,Ryegrass_Clover,0.44,5.0,1.8208,32.7742,6.1907,40.7857,8.0115,,,,,,2,1,1,1,0.8035708396920774,0.15178603893555734,0.04464309685396851,2.2,8.157138368572326,False,,1
ID2086966681,train/ID2086966681.jpg,,Tas,WhiteClover,0.57,3.0,3.804,30.7245,1.7557,36.2842,5.5597,,,,,,1,1,0,1,0.8467735034319759,0.048387451056177325,0.10483901795164238,1.71,12.094729301756898,False,,1
ID2089023774,train/ID2089023774.jpg,,Vic,Ryegrass_Clover,0.81,5.0,17.5189,1.3042,33.4869,52.31,51.0058,,,,,,2,1,1,2,0.02493213487034726,0.6401624805933381,0.33490536541951127,4.050000000000001,10.461997907600418,False,,3
ID2091439402,train/ID2091439402.jpg,,Vic,Phalaris_Ryegrass_Clover,0.82,3.5,1.0962,4.9327,22.4712,28.5,23.5673,,,,,,3,1,1,2,0.17307718690957238,0.7884631302293638,0.0384631565451524,2.8699999999999997,8.142854816327196,False,,3
ID2096636211,train/ID2096636211.jpg,,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.8,2.6,32.2,11.4,46.2,14.0,,,,,,6,1,0,2,0.6969696818837732,0.2467532414122675,0.0562770550589382,1.0639999999999998,16.499994107144964,True,,1
ID2099464826,train/ID2099464826.jpg,,NSW,Fescue,0.65,10.6667,0.0,25.28,69.52,94.8,69.52,,,,,,1,0,0,0,0.2666666638537272,0.7333333255977498,0.0,6.933355000000001,8.887471393451452,False,,4
ID2099742797,train/ID2099742797.jpg,,Vic,Ryegrass_Clover,0.75,2.0,4.14,1.38,15.18,20.7,19.32,,,,,,2,1,1,2,0.0666666634460549,0.733333297906604,0.1999999903381647,1.5,10.349994825002586,False,,3
ID210865340,train/ID210865340.jpg,,Tas,Ryegrass,0.67,4.0,0.0,9.0731,12.9966,22.0697,12.9966,,,,,,1,0,1,1,0.41111114282880407,0.5888888118602059,0.0,2.68,5.517423620644095,False,,4
ID212206250,train/ID212206250.jpg,,WA,Clover,0.3,1.0,7.32,0.0,2.4,9.72,9.72,,,,,,1,1,0,3,0.0,0.24691355484428448,0.7530863422750677,0.3,9.719990280009721,False,,2
ID212206832,train/ID212206832.jpg,,Vic,Ryegrass,0.75,3.0,0.7014,13.3262,5.6924,19.72,6.3938,,,,,,1,0,1,2,0.6757707568067568,0.2886612429684968,0.03556794951480986,2.25,6.573331142222952,False,,4
ID2125100696,train/ID2125100696.jpg,,Vic,Phalaris_Clover,0.8,5.0,14.8364,4.9455,34.6182,54.4,49.4545,,,,,,2,1,0,2,0.09090992479944991,0.6363639588903685,0.27272793616308943,4.0,10.879997824000435,False,,3
ID2131261930,train/ID2131261930.jpg,,Tas,Ryegrass_Clover,0.73,4.5,6.744,42.7122,31.4721,80.9283,38.2161,,,,,,2,1,1,1,0.5277782861152616,0.38888867813992545,0.08333302338819643,3.285,17.984062670208292,False,,1
ID21377800,train/ID21377800.jpg,,Tas,Ryegrass_Clover,0.59,4.0,0.48,28.3224,9.1208,37.9232,9.6008,,,,,,2,1,1,1,0.7468356903732889,0.24050712385803086,0.01265715939959815,2.36,9.480797629800593,False,,1
ID2145635095,train/ID2145635095.jpg,,Tas,Ryegrass,0.73,6.0,0.0,17.5621,22.7022,40.2643,22.7022,,,,,,1,0,1,1,0.4361704925661072,0.5638294825979968,0.0,4.38,6.710715548214075,False,,4
ID227847873,train/ID227847873.jpg,,Vic,Ryegrass_Clover,0.71,3.0,8.6387,7.5836,23.9377,40.16,32.5764,,,,,,2,1,1,2,0.1888346566525235,0.596058252090183,0.2151070663568958,2.13,13.38666220444593,False,,3
ID230058600,train/ID230058600.jpg,,WA,Clover,0.67,3.0,46.83,0.0,0.0,46.83,46.83,,,,,,1,1,0,3,0.0,0.0,0.9999999786461675,2.0100000000000002,15.6099947966684,False,,2
ID249042826,train/ID249042826.jpg,,Tas,Clover,0.53,2.8333,10.6616,3.8769,1.8,16.3385,12.4615,,,,,,1,1,0,1,0.23728615005746242,0.11016922543873517,0.6525445632986772,1.501649,5.766595218792497,False,,2
ID257822026,train/ID257822026.jpg,,Tas,Ryegrass_Clover,0.59,7.1667,0.0,58.125,24.0,82.125,24.0,,,,,,2,1,1,1,0.7077625484595124,0.2922374393639277,0.0,4.228352999999999,11.459247427791393,False,,1
ID290369222,train/ID290369222.jpg,,Tas,Ryegrass,0.85,8.0,0.0,11.4741,40.8478,52.3219,40.8478,,,,,,1,0,1,1,0.2192982246573954,0.7807017562301493,0.0,6.8,6.5402366824704155,False,,4
ID294150104,train/ID294150104.jpg,,Vic,Ryegrass_Clover,0.78,3.0,13.9876,3.167,20.5855,37.74,34.573,,,,,,2,1,1,2,0.08391626698685037,0.5454557354145274,0.3706306208099995,2.34,12.579995806668064,False,,3
ID307060225,train/ID307060225.jpg,,Tas,Ryegrass_Clover,0.53,2.0,0.3031,15.6092,14.2453,30.1575,14.5484,,,,,,2,1,1,1,0.5175893055595024,0.47236340968702945,0.010050567518840503,1.06,15.078742460628767,False,,1
ID315357834,train/ID315357834.jpg,,Tas,Ryegrass,0.83,6.0,0.0,5.7792,27.2448,33.024,27.2448,,,,,,1,0,1,1,0.17499999470082384,0.8249999750181695,0.0,4.9799999999999995,5.5039990826668195,False,,4
ID317990700,train/ID317990700.jpg,,Tas,Ryegrass_Clover,0.75,5.5,0.0,38.1288,27.5062,65.635,27.5062,,,,,,2,1,1,1,0.58092175545179,0.4190782293124365,0.0,4.125,11.933634193884693,False,,1
